QID,abstract
Q20871328,"Moza Sultan Al Kaabi (Arabic: موزة سلطان الكعبي) was an Emirati orthopedic surgeon, known to be the first Emirati woman orthopedic surgeon."
Q29860308,Eduard Andrés Gutiérrez Castillo (9 August 1995 – 7 May 2017) was a Colombian professional footballer who played for Atlético Huila as a defender. He died in a road traffic accident at the age of 21.
Q51827254,"Peter II (October 1946 – 27 June 1947) was a black cat who was employed as Chief Mouser to the Cabinet Office in 1946 and 1947, during the government of Clement Attlee. Peter II assumed the role on an unofficial basis from his predecessor, Nelson. The young kitten served a truncated term as mouser; some six months after his appointment, he was struck by a car driven by R. B. Bisgood in Whitehall at 3:15 AM, and died shortly after. He was succeeded by Peter III, in August 1947."
Q2295429,"David Lawrence Angell (April 10, 1946 – September 11, 2001) was an American screenwriter and television producer. He won multiple Emmy Awards as the creator and executive producer of the Cheers spin-off shows Wings and Frasier with Peter Casey and David Lee. Angell and his wife Lynn were killed heading home from their vacation on Cape Cod aboard American Airlines Flight 11, the first plane to hit the World Trade Center during the September 11 attacks."
Q465447,"André Courrèges (French: [andʁe kuʁɛʒ]; 9 March 1923 – 7 January 2016) was a French fashion designer. He was particularly known for his streamlined 1960s designs influenced by modernism and futurism, exploiting modern technology and new fabrics. Courrèges defined the go-go boot and along with Mary Quant, is one of the designers credited with inventing the miniskirt."
Q5486585,"Franklin Fernandes (3 May 1919 – 1 April 2007), better known as Frank Fernand, was an Indian film maker and musician who is remembered for some of the earliest films in Konkani cinema, such as Amchem Noxib (Our luck) and Nirmonn (Destiny). Frank Fernand was born in Curchorem, Goa and had his initial training in music from Diego Rodrigues and mastered violin and trumpet. In 1936, he moved to Bombay. He began playing music under well-known band-leader George Theodore at Green's Hotel and Taj Mahal Hotel. In 1942, he left Mumbai for Mussoorie to play with Rudy Cotton's band and blossomed into a fine jazz musician."
Q19646809,"Daphne Anne Caruana Galizia (née Vella; 26 August 1964 – 16 October 2017) was a Maltese writer, journalist, blogger and anti-corruption activist, who reported on political events in Malta. In particular, she focused on investigative journalism, reporting on government corruption, nepotism, patronage, allegations of money laundering, links between Malta's online gambling industry and organized crime, Malta's citizenship-by-investment scheme, and payments from the government of Azerbaijan. Caruana Galizia's national and international reputation was built on her regular reporting of misconduct by Maltese politicians and politically exposed persons. Caruana Galizia continued to publish articles for decades, despite intimidation and threats, libel suits and other lawsuits. She was arrested by the Malta Police Force on two occasions."
Q1378325,"Juan O'Gorman (July 6, 1905 – January 17, 1982) was a Mexican painter and architect."
Q440,"Salvador Guillermo Allende Gossens (US: /ɑːˈjɛndeɪ, -di/, UK: /æˈ-, aɪˈɛn-/, American Spanish: [salβaˈdoɾ ɣiˈʝeɾmo aˈʝende ˈɣosens]; 26 June 1908 – 11 September 1973) was a Chilean physician and socialist politician who served as the 28th president of Chile from 3 November 1970 until his death on 11 September 1973. He was the first Marxist to be elected president in a liberal democracy in Latin America. Allende's involvement in Chilean politics spanned a period of nearly forty years, having covered the posts of senator, deputy and cabinet minister. As a life-long committed member of the Socialist Party of Chile, whose foundation he had actively contributed to, he unsuccessfully ran for the national presidency in the 1952, 1958, and 1964 elections. In 1970, he won the presidency as the candidate of the Popular Unity coalition, in a close three-way race."
Q19837,"Steven Paul Jobs (February 24, 1955 – October 5, 2011) was an American entrepreneur, industrial designer, media proprietor, and investor. He was the co-founder, chairman, and CEO of Apple; the chairman and majority shareholder of Pixar; a member of The Walt Disney Company's board of directors following its acquisition of Pixar; and the founder, chairman, and CEO of NeXT. He is widely recognized as a pioneer of the personal computer revolution of the 1970s and 1980s, along with his early business partner and fellow Apple co-founder Steve Wozniak. Jobs was born in San Francisco to a Syrian father and German-American mother. He was adopted shortly after his birth."
Q93678,"Herbert Feigl (/ˈfaɪɡəl/; German: [ˈfaɪgl̩]; December 14, 1902 – June 1, 1988) was an Austrian-American philosopher and an early member of the Vienna Circle. He coined the term ""nomological danglers""."
Q134982,"David Lloyd George, 1st Earl Lloyd-George of Dwyfor, OM KStJ PC (17 January 1863 – 26 March 1945) was Prime Minister of the United Kingdom from 1916 to 1922. He was a Liberal Party politician from Wales, known for leading the United Kingdom during the First World War, social reform policies including the National Insurance Act 1911, his role in the Paris Peace Conference, negotiating the establishment of the Irish Free State, disestablishment of the Church of England in Wales and support of Welsh devolution in his early career. He was the last Liberal Party prime minister; the party fell into third party status shortly after the end of his premiership. Lloyd George was born on 17 January 1863 in Chorlton-on-Medlock, Manchester, a Welsh speaker born to Welsh parents. From around three months of age he was raised in Wales, briefly in Pembrokeshire and then in Llanystumdwy, Caernarfonshire."
Q138690,"Carol Doris Chomsky (née Schatz; July 1, 1930 – December 19, 2008) was an American linguist and education specialist who studied language acquisition in children."
Q234539,"Elisabeth Clara Heath-Sladen (1 February 1946 – 19 April 2011) was an English actress. She became best known as Sarah Jane Smith in the British television series Doctor Who, appearing as a regular cast member from 1973 to 1976, alongside both Jon Pertwee and Tom Baker, and reprising the role many times in subsequent decades, both on Doctor Who and its spin-offs, K-9 and Company (1981) and The Sarah Jane Adventures (2007–2011). Sladen was interested in ballet and theatre from childhood, and began to appear on stage in the mid-1960s, although she was more often a stage manager at this time. She moved to London in 1970 and won several television roles, with her acting in the police drama Z-Cars leading to her being recommended for the role in Doctor Who. After leaving the series, she had other roles on both television and radio before semi-retiring to bring up a family in the mid-1980s."
Q253192,"Cynthia Lennon (born Powell; 10 September 1939 – 1 April 2015) was the first wife of John Lennon and the mother of Julian Lennon. Born in Blackpool and raised in Hoylake on the Wirral Peninsula, she attended the Liverpool College of Art where Lennon was also a student. Powell and Lennon started a relationship after meeting in a calligraphy class. When Lennon was performing in Hamburg with the Beatles, Powell rented his bedroom at 251 Menlove Avenue in the Liverpool suburb of Woolton from his aunt and legal guardian, Mimi Smith. After Powell became pregnant, she and Lennon married in August 1962, and the couple lived at Kenwood in Weybridge from 1964 to 1968, where she kept house and participated with Lennon in a London-based social life."
Q317122,"Ernest Anthony Puente Jr. (April 20, 1923 – June 1, 2000), commonly known as Tito Puente, was an American musician, songwriter, bandleader, and record producer of Puerto Rican descent. He is best known for dance-oriented mambo and Latin jazz compositions from his 50-year career. His most famous song is ""Oye Como Va"". Puente and his music have appeared in films including The Mambo Kings and Fernando Trueba's Calle 54. He guest-starred on television shows, including Sesame Street and The Simpsons two-part episode ""Who Shot Mr."
